,CID,G_OMM,G_OMM_Tunit,G_OMM_NoT,G_OMM_NoM,G_OMM_NoF,G_OMM_Purp1,G_OMM_Purp2,G_OMM_Purp3,G_GiM_Better1,G_GiM_Better2,G_GiM_Better3,Survey_Round,Community,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,G_GiM_Worse1,G_GiM_Worse2,G_GiM_Worse3,G_IG_HC1,G_IG_HC2,G_IG_HC3,G_IG_WU1,G_IG_WU2,G_IG_WU3,G_IG_SL1,G_IG_SL2,G_IG_SL3,G_Prgm_ID,G_Prgm_M,G_PrgmM_FIntro,G_PrgmM_NoHHB,G_Prgm_ILoM,G_Prgm_Purp1,G_Prgm_Purp2,G_Prgm_Purp3,G_Prgm_Decide,G_PrgmEffC_5y,G_Prgm_2007NoHHB,G_Prgm_Name,G_PrgmEffC_1y,G_PrgmM_StillRun
951,214365556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,50.0,1.0,11.0,6.0,3.0,1.0,,,PPAF,,
952,214365556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,AKRSP,,
953,214365556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,Aurat Foundation,,
954,214365556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,Edhi Foundation,,
955,214365556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,Khushal Pakistan,,
956,214365556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,BISP,3.0,
957,214365556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,2013.0,5.0,1.0,5.0,4.0,9.0,1.0,,,Watan Card,4.0,1.0
958,214365556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,NRSP,,
959,214365556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PRSP,,
960,214365556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,Sindh RSP,,
961,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2009.0,20.0,3.0,4.0,6.0,,5.0,,,Sarhad RSP,,
962,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,50.0,3.0,11.0,,,2.0,,,PPAF,,
963,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,AKRSP,,
964,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,Aurat Foundation,,1.0
965,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,Edhi Foundation,,
966,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,Khushal Pakistan,,
967,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,BISP,3.0,
968,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,Watan Card,4.0,1.0
969,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,NRSP,,
970,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PRSP,,
971,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,Sindh RSP,,1.0
972,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2008.0,,2.0,3.0,,,1.0,,,Sarhad RSP,,
973,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,,2.0,3.0,,,1.0,,,PPAF,,
974,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,AKRSP,,
975,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,Aurat Foundation,,
976,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,Edhi Foundation,,
977,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,Khushal Pakistan,,
978,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,BISP,4.0,1.0
979,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,Watan Card,4.0,
980,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,NRSP,,1.0
981,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PRSP,,
982,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,Sindh RSP,,
983,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2010.0,,3.0,6.0,,,1.0,,,Sarhad RSP,,
984,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,,3.0,11.0,,,1.0,,,PPAF,,
985,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,AKRSP,,
986,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,Aurat Foundation,,
987,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,Edhi Foundation,,
988,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,Khushal Pakistan,,
989,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,BISP,3.0,
990,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,Watan Card,4.0,
991,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,NRSP,,
992,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PRSP,,1.0
993,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,Sindh RSP,,1.0
994,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2009.0,10.0,3.0,3.0,6.0,,1.0,,,Sarhad RSP,,
995,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2011.0,20.0,3.0,11.0,,,2.0,,,PPAF,,
996,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,AKRSP,,
997,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,Aurat Foundation,,
998,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,Edhi Foundation,,
999,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,Khushal Pakistan,,
1000,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,BISP,2.0,
1001,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,Watan Card,3.0,
1002,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,NRSP,4.0,
1003,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PRSP,,
1004,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,Sindh RSP,,
1005,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2011.0,80.0,1.0,4.0,3.0,6.0,1.0,,,Sarhad RSP,,1.0
1006,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,70.0,1.0,6.0,11.0,3.0,1.0,,,PPAF,,
1007,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2013.0,200.0,1.0,2.0,5.0,,1.0,,,AKRSP,,
1008,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,Aurat Foundation,,
1009,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,Edhi Foundation,,1.0
1010,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,Khushal Pakistan,,
1011,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,BISP,3.0,
1012,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,Watan Card,4.0,
1013,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,NRSP,,
1014,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PRSP,,
1015,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,Sindh RSP,,1.0
1016,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,2012.0,250.0,1.0,5.0,2.0,10.0,1.0,,,Sarhad RSP,,
1017,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2011.0,30.0,1.0,4.0,6.0,3.0,1.0,,,PPAF,,
1018,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,44.0,1.0,11.0,6.0,3.0,1.0,,,AKRSP,,
1019,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,Aurat Foundation,,
1020,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,Edhi Foundation,,
1021,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,Khushal Pakistan,,
1022,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,BISP,4.0,1.0
1023,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,Watan Card,,
1024,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,NRSP,,
1025,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,PRSP,,
1026,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,Sindh RSP,,
1027,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,Sarhad RSP,2.0,
1028,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,PPAF,,
1029,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,10.0,2.0,11.0,,,1.0,,,AKRSP,,
1030,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,Aurat Foundation,,
1031,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,Edhi Foundation,,
1032,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,Khushal Pakistan,,1.0
1033,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,BISP,2.0,
1034,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,Watan Card,,
1035,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,NRSP,,
1036,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,PRSP,,
1037,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,Sindh RSP,,
1038,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,Sarhad RSP,2.0,
1039,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2012.0,7.0,2.0,4.0,10.0,3.0,1.0,,,PPAF,,
1040,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,30.0,1.0,11.0,9.0,6.0,1.0,,,AKRSP,,
1041,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,Aurat Foundation,,
1042,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,Edhi Foundation,,
1043,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,Khushal Pakistan,,
1044,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,BISP,2.0,
1045,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,Watan Card,,
1046,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,NRSP,,
1047,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,PRSP,,
1048,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,Sindh RSP,,
1049,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,Sarhad RSP,,
1050,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,2011.0,20.0,2.0,11.0,3.0,6.0,1.0,,,PPAF,,
1051,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,25.0,3.0,4.0,,,4.0,,,AKRSP,,
1052,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2011.0,1200.0,1.0,11.0,,,4.0,,,Aurat Foundation,,
1053,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2011.0,200.0,1.0,6.0,,,5.0,,,Edhi Foundation,,
1054,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,Khushal Pakistan,,
1055,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,BISP,2.0,
1056,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,Watan Card,2.0,
1057,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,NRSP,,
1058,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,PRSP,,
1059,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,Sindh RSP,,
1060,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,Sarhad RSP,,
1061,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,PPAF,,
1062,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,2011.0,2000.0,1.0,11.0,,,5.0,,,AKRSP,,
1063,217446566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2009.0,2000.0,2.0,4.0,6.0,,5.0,,,Aurat Foundation,,
1064,217446566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2011.0,2000.0,2.0,11.0,,,5.0,,,Edhi Foundation,,
1065,217446566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,Khushal Pakistan,,
1066,217446566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,PRSP,,
1067,217446566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1068,217446566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1069,217446566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,SINDH RSP,,
1070,217446566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,NRSP,,
1071,217446566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1072,217446566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1073,217446566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,SARHAD RSP,,
1074,217446667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2011.0,60.0,2.0,4.0,6.0,,4.0,,,AKRSP,,
1075,217446667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2011.0,60.0,1.0,11.0,,,4.0,,,WATAN CARD,,
1076,217446667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,BISP,,
1077,217446667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,WATAN CARD,,
1078,217446667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,BISP,,
1079,217446667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,SARHAD RSP,,
1080,217446667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,NRSP,,
1081,217446667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1082,217446667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,SINDH RSP,,
1083,217446667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1084,217446667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,AKRSP,,
1085,217456768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2009.0,100.0,3.0,4.0,6.0,,4.0,,,EDHI FOUNDATION,,
1086,217456768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2011.0,60.0,2.0,11.0,,,1.0,,,AURAT FOUNDATION,,
1087,217456768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,PRSP,,
1088,217456768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,BISP,,
1089,217456768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,ZAKAT/USHER,,
1090,217456768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,PRSP,,
1091,217456768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,FUNDS FOR WIDOWS,,
1092,217456768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,SARHAD RSP,,
1093,217456768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1094,217456768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,SINDH RSP,,
1095,217456768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,WATAN CARD,,
1096,318466869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2010.0,100.0,2.0,3.0,4.0,6.0,1.0,,,EDHI FOUNDATION,,
1097,318466869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2011.0,350.0,1.0,3.0,6.0,,1.0,,,AURAT FOUNDATION,,
1098,318466869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,NRSP,,
1099,318466869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1100,318466869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,AKRSP,,
1101,318466869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1102,318466869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,SINDH RSP,,
1103,318466869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1104,318466869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,NRSP,,
1105,318466869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PRSP,,
1106,318466869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,SARHAD RSP,,
1107,318466970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2010.0,50.0,2.0,4.0,2.0,6.0,1.0,,,BISP,,
1108,318466970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,40.0,2.0,6.0,11.0,3.0,1.0,,,AKRSP,,
1109,318466970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1110,318466970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1111,318466970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,WATAN CARD,,
1112,318466970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,AKRSP,,
1113,318466970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,NRSP,,
1114,318466970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,SARHAD RSP,,
1115,318466970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1116,318466970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,WATAN CARD,,
1117,318466970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1118,318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2010.0,20.0,2.0,4.0,3.0,6.0,1.0,,,PRSP,,
1119,318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,6.0,1.0,11.0,3.0,6.0,1.0,,,BISP,,
1120,318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2009.0,30.0,2.0,7.0,1.0,3.0,5.0,,,SINDH RSP,,
1121,318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1122,318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1123,318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1124,318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,BISP,,
1125,318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,SARHAD RSP,,
1126,318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,NRSP,,
1127,318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1128,318467071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1129,318467172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2010.0,50.0,2.0,6.0,4.0,3.0,1.0,,,KHUSHAL PAKISTAN,,
1130,318467172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2011.0,10.0,2.0,6.0,11.0,5.0,1.0,,,PRSP,,
1131,318467172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,AKRSP,,
1132,318467172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,WATAN CARD,,
1133,318467172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,SINDH RSP,,
1134,318467172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,AKRSP,,
1135,318467172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,SARHAD RSP,,
1136,318467172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1137,318467172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,SINDH RSP,,
1138,318467172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,NRSP,,
1139,318467172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,PRSP,,
1140,319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2008.0,0.0,2.0,2.0,5.0,6.0,6.0,,,WATAN CARD,,
1141,319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,BISP,,
1142,319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1143,319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1144,319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1145,319477273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,2012.0,35.0,3.0,7.0,6.0,12.0,2.0,,,AURAT FOUNDATION,,
